Date,Campaign,Ad Group,Ad Name,Impressions,Clicks,Conversions,Cost
2026-03-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3123,161,12,348.41
2026-03-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1085,61,5,131.76
2026-03-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1475,84,4,153.2
2026-03-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1089,69,5,118.65
2026-03-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1753,85,6,129.1
2026-03-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2873,218,17,272.25
2026-03-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2633,125,9,198.15
2026-03-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2171,166,14,362.0
2026-03-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3168,203,10,593.87
2026-03-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),974,62,5,117.31
2026-03-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3385,177,10,433.51
2026-03-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),856,54,4,88.42
2026-03-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1661,75,5,223.02
2026-03-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2731,173,13,236.52
2026-03-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3409,158,9,423.92
2026-03-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3362,208,17,478.02
2026-03-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2301,123,9,261.11
2026-03-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1350,73,5,103.04
2026-03-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1463,84,6,237.77
2026-03-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1017,71,6,191.96
2026-03-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1336,74,3,129.25
2026-03-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3399,241,21,525.94
2026-03-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1148,70,4,127.03
2026-03-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3030,160,14,351.99
2026-03-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3203,160,10,415.55
2026-03-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1098,55,4,136.17
2026-03-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2344,146,8,334.33
2026-03-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2728,171,15,471.39
2026-03-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),991,47,2,100.45
2026-03-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3236,199,14,341.71
2026-03-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2596,121,9,296.36
2026-03-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3382,202,14,283.74
2026-03-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1177,78,4,228.02
2026-03-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1407,74,6,115.15
2026-03-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3340,166,12,383.0
2026-03-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1051,68,6,180.82
2026-03-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3362,225,13,566.19
2026-03-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3012,205,15,516.28
2026-03-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),819,54,3,110.61
2026-03-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1100,66,5,157.75
2026-03-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3443,168,13,312.97
2026-03-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2188,116,9,188.66
2026-03-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1181,64,4,171.7
2026-03-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1595,112,8,224.84
2026-03-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3124,143,8,389.68
2026-03-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1736,133,11,365.33
2026-03-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1514,78,4,228.75
2026-03-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1481,88,6,235.87
2026-03-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3405,191,10,389.3
2026-03-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1919,151,11,262.43
2026-03-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1149,58,4,167.87
2026-03-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3171,201,18,381.64
2026-03-30,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2836,136,7,332.15
2026-03-30,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2839,204,17,470.32
2026-03-31,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2026,117,6,312.35
2026-03-31,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1492,99,9,121.54
2026-04-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),867,47,2,134.69
2026-04-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2365,137,12,287.7
2026-04-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1274,75,4,131.97
2026-04-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3340,206,15,420.23
2026-04-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1932,125,8,294.88
2026-04-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1625,87,7,197.47
2026-04-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3121,149,11,254.89
2026-04-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3281,242,21,581.48
2026-04-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2468,128,7,324.01
2026-04-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2801,164,13,426.01
2026-04-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3226,211,13,455.75
2026-04-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3080,187,14,301.51
2026-04-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2856,183,12,325.51
2026-04-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1661,127,10,337.87
2026-04-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3145,199,10,563.3
2026-04-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2470,185,16,462.47
2026-04-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2157,113,6,279.83
2026-04-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1577,123,9,248.78
2026-04-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2876,170,11,317.16
2026-04-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1523,98,8,185.15
2026-04-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2089,131,10,276.54
2026-04-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1993,102,8,145.78
2026-04-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2768,168,11,495.61
2026-04-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),967,62,4,95.15
2026-04-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1997,93,5,276.83
2026-04-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1341,95,6,235.58
2026-04-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1144,65,4,192.93
2026-04-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2105,130,9,196.31
2026-04-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1787,83,5,211.84
2026-04-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2356,171,13,235.51
2026-04-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1837,87,6,147.54
2026-04-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1821,130,10,184.01
