Date,Campaign,Ad Group,Ad Name,Impressions,Clicks,Conversions,Cost
2024-02-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2987,240,30,495.71
2024-02-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3175,175,14,325.09
2024-02-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),848,57,6,104.08
2024-02-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2284,161,14,265.63
2024-02-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),885,62,7,108.36
2024-02-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2880,176,15,352.76
2024-02-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3130,211,25,273.44
2024-02-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3281,182,19,332.17
2024-02-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1682,142,14,327.64
2024-02-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1809,134,13,291.57
2024-02-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2733,173,18,391.09
2024-02-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3249,183,17,546.23
2024-02-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1666,123,12,177.1
2024-02-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2129,155,14,411.44
2024-02-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),919,66,6,119.55
2024-02-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2042,149,14,244.03
2024-02-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1943,122,13,172.11
2024-02-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3298,220,18,386.81
2024-02-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2296,152,19,411.19
2024-03-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3117,229,23,623.18
2024-03-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2277,189,21,269.98
2024-03-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),860,64,5,185.72
2024-03-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2019,162,16,383.57
2024-03-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2937,197,16,530.52
2024-03-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1385,99,11,188.88
2024-03-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1120,79,7,216.03
2024-03-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1972,136,14,221.31
2024-03-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3152,184,20,453.39
2024-03-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),960,59,6,122.76
2024-03-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1723,119,9,225.95
2024-03-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2972,212,24,435.22
2024-03-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2021,150,14,320.4
2024-03-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2951,242,24,334.61
2024-03-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2363,130,12,229.43
2024-03-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2254,155,17,308.61
2024-03-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2721,166,18,340.86
2024-03-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),841,61,6,147.48
2024-03-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1438,79,7,172.53
2024-03-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3107,256,31,669.2
2024-03-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2294,163,15,265.93
2024-03-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1349,99,11,207.15
2024-03-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3231,194,20,431.28
2024-03-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),824,55,6,124.9
2024-03-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3392,197,19,569.81
2024-03-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2783,187,19,235.09
2024-03-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3413,218,20,588.86
2024-03-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3291,214,25,383.05
2024-03-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2836,188,16,517.26
2024-03-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3471,276,32,492.63
2024-03-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3489,192,16,448.05
2024-03-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2229,182,23,377.76
2024-03-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2693,199,18,353.27
2024-03-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2175,184,21,272.69
2024-03-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2700,177,16,402.15
2024-03-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),805,56,6,100.66
2024-03-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1857,129,14,353.1
2024-03-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1693,102,11,277.76
2024-03-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2482,156,14,331.1
2024-03-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1906,145,16,312.72
2024-03-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2054,116,11,249.12
2024-03-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2110,136,16,281.97
2024-03-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2644,194,19,364.09
2024-03-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3380,244,30,439.83
2024-03-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1920,141,15,266.02
2024-03-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2421,204,20,545.63
2024-03-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1452,105,10,200.66
2024-03-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2331,192,24,370.68
2024-03-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1109,77,8,224.11
2024-03-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2002,161,19,439.37
2024-03-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1795,123,12,340.82
2024-03-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2525,187,21,255.31
2024-03-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3342,222,20,651.14
2024-03-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3367,221,28,510.57
2024-03-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2002,139,14,305.4
2024-03-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2783,208,25,308.09
2024-03-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1889,117,12,205.81
2024-03-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1550,105,11,222.38
2024-03-30,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3351,234,22,545.39
2024-03-30,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3220,248,24,359.86
2024-03-31,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2009,148,12,397.33
2024-03-31,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1485,110,13,160.29
2024-04-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3135,230,23,345.39
2024-04-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1879,137,14,366.75
2024-04-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3323,197,17,576.57
2024-04-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2853,231,23,632.42
2024-04-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3142,190,18,352.28
2024-04-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2193,136,15,285.35
2024-04-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3008,209,18,530.18
2024-04-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2329,176,17,250.85
2024-04-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3498,248,21,647.48
2024-04-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2876,211,23,260.12
2024-04-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1463,101,9,261.24
2024-04-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1769,130,15,262.7
2024-04-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1966,130,14,340.06
2024-04-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2681,224,24,431.27
2024-04-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1434,82,8,208.37
2024-04-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2598,161,16,225.96
2024-04-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2964,192,20,336.1
2024-04-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),866,62,6,95.05
2024-04-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2392,152,13,335.71
2024-04-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2913,241,29,522.06
2024-04-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1971,122,10,340.26
2024-04-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2908,214,27,488.38
2024-04-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1046,59,6,105.77
2024-04-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1443,100,12,202.13
2024-04-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3400,214,19,543.84
2024-04-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2490,191,21,438.55
2024-04-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2518,184,17,316.94
2024-04-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2546,192,21,467.13
2024-04-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2262,125,13,259.78
2024-04-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1280,81,9,130.61
2024-04-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3386,194,17,490.31
2024-04-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2821,203,24,340.81
2024-04-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2035,116,11,175.43
2024-04-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2533,194,25,261.65
2024-04-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2105,130,13,355.1
2024-04-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3210,233,27,315.1
2024-04-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1912,135,13,252.87
2024-04-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),886,65,7,176.58
2024-04-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1366,96,8,165.74
2024-04-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2426,182,21,505.32
2024-04-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2351,151,15,231.58
2024-04-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1479,119,14,155.68
2024-04-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3407,205,19,344.66
2024-04-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1383,101,10,260.65
2024-04-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1934,131,13,244.41
2024-04-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2883,226,27,415.25
2024-04-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2622,145,13,265.92
2024-04-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1666,121,12,205.89
2024-04-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2349,149,16,303.28
2024-04-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1235,85,9,106.51
2024-04-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3451,227,23,384.93
2024-04-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3173,205,22,351.47
2024-04-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2668,181,15,410.39
2024-04-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1855,151,15,241.34
2024-04-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2684,159,13,387.23
2024-04-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3108,208,26,257.31
2024-04-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2760,174,14,490.01
2024-04-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3125,208,26,453.18
2024-04-30,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1219,72,7,146.64
2024-04-30,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3133,255,31,622.8
2024-05-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3341,205,20,414.34
2024-05-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1890,159,18,412.62
2024-05-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2826,156,17,379.55
2024-05-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1163,93,10,183.4
2024-05-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2858,207,20,605.51
2024-05-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3482,285,32,776.36
2024-05-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),800,54,5,118.94
2024-05-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2704,177,18,450.78
2024-05-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1483,101,8,207.98
2024-05-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1650,132,15,350.78
2024-05-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2272,139,11,269.95
2024-05-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1916,121,13,265.79
2024-05-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1895,110,11,208.18
2024-05-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1983,152,18,409.16
2024-05-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1201,89,7,203.64
2024-05-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),969,72,8,149.23
2024-05-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),860,59,5,170.99
2024-05-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3193,265,34,399.74
2024-05-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3281,244,22,596.64
2024-05-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1834,113,11,312.23
2024-05-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1168,76,6,142.42
2024-05-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1668,137,16,352.62
2024-05-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1192,89,8,266.18
2024-05-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2698,164,19,429.32
2024-05-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3185,193,16,489.35
2024-05-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2705,222,27,444.94
2024-05-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2593,150,14,442.32
2024-05-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1642,134,17,238.62
2024-05-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),870,49,5,137.58
2024-05-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2659,203,23,254.38
2024-05-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1357,84,7,180.6
2024-05-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2306,145,17,273.65
2024-05-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),860,63,5,130.28
2024-05-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3071,240,29,630.23
2024-05-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2866,163,15,451.69
2024-05-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3418,216,26,426.84
2024-05-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2976,222,18,599.21
2024-05-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1578,120,12,243.36
2024-05-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3176,207,17,418.18
2024-05-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3462,225,27,625.53
2024-05-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3004,207,18,511.45
2024-05-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3136,211,24,332.98
2024-05-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2865,158,16,341.01
2024-05-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2841,215,26,443.25
2024-05-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2431,134,11,334.05
2024-05-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2473,197,20,340.37
2024-05-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1069,66,7,119.61
2024-05-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2869,224,25,603.75
2024-05-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1317,88,9,197.5
2024-05-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1863,136,16,343.13
2024-05-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3439,212,21,511.57
2024-05-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2128,172,19,251.54
2024-05-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2286,156,16,240.38
2024-05-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2181,167,17,419.98
2024-05-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3037,218,19,491.03
2024-05-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3121,230,26,500.74
2024-05-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2319,158,16,311.74
2024-05-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1600,110,11,181.82
2024-05-30,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2056,127,11,261.7
2024-05-30,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3325,258,26,470.0
2024-05-31,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2987,218,23,647.87
2024-05-31,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2379,200,20,425.72
2024-06-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1569,93,9,262.58
2024-06-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1123,83,8,139.96
2024-06-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1613,94,8,250.39
2024-06-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2082,159,17,198.11
2024-06-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2821,159,17,263.44
2024-06-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2213,155,17,297.27
2024-06-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3400,218,19,473.09
2024-06-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),866,59,6,104.98
2024-06-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3439,198,16,553.25
2024-06-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2925,177,19,390.79
2024-06-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1997,124,11,223.89
2024-06-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3229,236,27,650.17
2024-06-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1590,117,9,217.76
2024-06-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2111,137,17,361.48
2024-06-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1809,100,10,292.6
2024-06-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3190,221,23,501.88
2024-06-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),942,69,7,113.33
2024-06-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1885,126,15,239.64
2024-06-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1658,105,10,312.73
2024-06-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1816,120,12,202.64
2024-06-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2537,148,14,413.48
2024-06-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1303,85,10,204.18
2024-06-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),964,53,4,147.97
2024-06-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1904,136,16,182.28
2024-06-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1283,78,6,163.54
2024-06-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2984,230,29,496.1
2024-06-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2307,149,14,386.86
2024-06-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),955,76,9,101.9
2024-06-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3075,199,17,315.43
2024-06-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1369,82,8,174.7
2024-06-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1294,82,8,169.89
2024-06-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1773,143,17,316.45
2024-06-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1215,68,5,158.18
2024-06-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2001,123,15,285.81
2024-06-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2638,154,12,343.2
2024-06-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1260,88,9,136.19
2024-06-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1724,123,13,360.49
2024-06-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1524,126,13,213.14
2024-06-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2927,210,18,585.95
2024-06-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3031,214,24,373.05
2024-06-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2686,183,16,430.14
2024-06-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1214,80,8,174.36
2024-06-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1950,144,15,268.47
2024-06-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),923,74,8,153.15
2024-06-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3064,213,17,359.47
2024-06-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1934,161,18,273.86
2024-06-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2193,150,14,281.08
2024-06-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2473,154,15,292.41
2024-06-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3141,232,21,608.8
2024-06-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2995,246,30,614.53
2024-06-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3274,214,20,434.08
