Date,Campaign,Ad Group,Ad Name,Impressions,Clicks,Conversions,Cost
2026-02-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2031,72,3,180.43
2026-03-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),830,31,2,84.6
2026-03-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2168,79,2,161.49
2026-03-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2028,64,4,126.64
2026-03-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),868,18,0,34.15
2026-03-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3497,124,9,323.21
2026-03-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1733,49,1,127.44
2026-03-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3044,145,10,256.15
2026-03-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1317,36,1,73.98
2026-03-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2267,92,7,230.53
2026-03-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2011,45,2,121.4
2026-03-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3173,98,6,171.36
2026-03-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1734,44,1,57.51
2026-03-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3131,139,10,233.2
2026-03-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3383,111,6,193.85
2026-03-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1434,46,3,136.33
2026-03-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1292,33,1,82.45
2026-03-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2536,116,8,347.92
2026-03-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1078,33,1,42.13
2026-03-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3495,153,9,357.4
2026-03-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2237,79,4,103.48
2026-03-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1547,59,5,164.72
2026-03-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1306,28,1,45.68
2026-03-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2379,96,7,249.08
2026-03-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1787,51,2,95.89
2026-03-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1190,58,4,103.99
2026-03-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3467,74,2,186.71
2026-03-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1831,84,6,199.96
2026-03-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3333,85,3,117.83
2026-03-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2728,122,10,295.92
2026-03-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1582,40,1,79.22
2026-03-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1742,68,5,158.51
2026-03-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2776,69,3,156.25
2026-03-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1671,82,5,179.69
2026-03-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1393,34,1,70.39
2026-03-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2966,108,7,181.25
2026-03-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3002,61,2,76.21
2026-03-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1095,50,3,123.58
2026-03-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2540,78,3,153.69
2026-03-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3326,123,7,200.95
2026-03-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2275,85,3,142.14
2026-03-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2417,96,7,159.86
2026-03-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3119,68,3,140.09
2026-03-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3241,143,10,426.35
2026-03-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2114,72,2,131.17
2026-03-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2758,122,7,244.17
2026-03-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3275,80,3,133.46
2026-03-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3265,102,6,286.78
2026-03-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3480,115,4,256.97
2026-03-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3076,102,7,247.67
2026-03-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1518,41,1,88.02
2026-03-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3122,155,9,377.19
2026-03-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1870,65,2,124.22
2026-03-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2759,108,8,181.5
2026-03-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1066,39,1,86.4
2026-03-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),888,38,3,69.73
2026-03-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1970,47,1,65.81
2026-03-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3207,147,10,306.2
2026-03-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2824,105,5,250.77
2026-03-30,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1748,52,3,126.36
2026-03-30,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2740,77,3,117.28
2026-03-31,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2735,90,7,135.82
2026-03-31,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),968,28,1,53.97
2026-04-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1916,59,4,100.31
2026-04-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1423,44,1,99.92
2026-04-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2301,71,5,142.38
2026-04-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2056,52,2,88.85
2026-04-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2711,124,7,202.17
2026-04-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3126,96,4,147.66
2026-04-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3150,143,9,291.05
2026-04-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1340,39,1,105.91
2026-04-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1108,52,4,144.4
2026-04-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),856,19,0,39.04
2026-04-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2865,134,11,357.03
2026-04-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1510,54,2,83.83
2026-04-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2372,85,6,211.26
2026-04-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2345,56,2,107.56
2026-04-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2459,87,5,145.89
2026-04-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2779,98,5,137.99
2026-04-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1091,51,3,114.58
2026-04-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2176,61,1,122.78
2026-04-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2956,127,11,369.39
2026-04-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1743,57,3,106.26
2026-04-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2698,120,8,227.56
2026-04-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1174,30,1,78.73
2026-04-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2618,115,9,186.57
2026-04-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1275,46,1,115.84
2026-04-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1775,56,4,120.1
2026-04-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),983,36,1,54.13
2026-04-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2093,101,6,288.81
2026-04-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1813,43,1,102.97
2026-04-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2964,89,7,261.72
2026-04-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1322,28,1,70.58
2026-04-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3256,118,9,212.66
2026-04-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2490,53,1,114.88
