Date,Campaign,Ad Group,Ad Name,Impressions,Clicks,Conversions,Cost
2026-03-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2059,38,1,76.87
2026-03-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2662,109,8,147.71
2026-03-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),992,26,1,65.4
2026-03-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1074,44,3,63.79
2026-03-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1408,31,1,87.57
2026-03-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1225,36,2,73.1
2026-03-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1292,35,1,80.4
2026-03-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2390,59,3,151.77
2026-03-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2803,75,4,216.59
2026-03-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2381,102,6,196.02
2026-03-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3470,54,2,81.69
2026-03-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1842,72,5,147.5
2026-03-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2652,73,4,155.05
2026-03-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),978,21,1,32.49
2026-03-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1394,30,1,51.5
2026-03-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1905,81,6,124.21
2026-03-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3399,109,6,164.63
2026-03-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3227,75,6,163.0
2026-03-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1164,28,1,77.0
2026-03-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1325,38,2,100.37
2026-03-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1757,37,2,107.11
2026-03-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2531,93,6,118.87
2026-03-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2471,55,3,153.85
2026-03-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1222,28,2,47.51
2026-03-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),802,17,0,41.59
2026-03-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2347,60,4,112.53
2026-03-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2827,53,3,117.18
2026-03-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1056,42,3,92.5
2026-03-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2528,80,4,220.97
2026-03-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),883,23,1,34.37
2026-03-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2306,61,3,104.0
2026-03-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3067,63,5,85.35
2026-03-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3426,77,4,196.37
2026-03-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1385,51,4,99.01
2026-03-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2173,75,3,173.51
2026-03-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3090,132,8,234.03
2026-03-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3135,90,6,142.94
2026-03-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2575,107,6,221.05
2026-03-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2298,49,2,85.48
2026-03-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2190,45,3,72.88
2026-03-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3147,74,4,211.92
2026-03-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3326,115,8,240.23
2026-03-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2370,65,4,124.1
2026-03-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3445,146,10,272.89
2026-03-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2498,47,2,125.49
2026-03-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3158,67,5,149.97
2026-03-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),998,18,0,31.5
2026-03-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2293,76,4,100.44
2026-03-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2840,81,4,231.97
2026-03-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1056,32,2,51.27
2026-03-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),913,15,0,32.04
2026-03-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1499,52,3,98.77
2026-03-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3299,72,4,177.25
2026-03-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3193,131,11,322.83
2026-03-30,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2398,43,2,85.1
2026-03-30,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2571,106,7,268.62
2026-03-31,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),937,21,0,36.21
2026-03-31,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2740,68,5,87.56
2026-04-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1211,33,1,50.74
2026-04-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1734,39,3,97.16
2026-04-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2381,42,1,104.27
2026-04-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1791,66,4,101.58
2026-04-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1139,32,2,56.06
2026-04-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3282,145,11,182.1
2026-04-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2874,70,3,135.22
2026-04-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1895,43,3,63.05
2026-04-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1250,20,1,44.89
2026-04-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1160,33,2,47.5
2026-04-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2640,53,3,135.08
2026-04-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2026,78,5,174.75
2026-04-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1758,35,2,73.47
2026-04-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2701,66,4,106.58
2026-04-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1044,28,1,54.27
2026-04-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1083,43,2,67.57
2026-04-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1197,30,1,51.53
2026-04-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2673,116,8,180.14
2026-04-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1455,23,1,63.88
2026-04-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),890,21,1,58.75
2026-04-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2897,72,3,183.02
2026-04-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3407,145,11,396.15
2026-04-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2989,52,2,107.7
2026-04-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),896,20,1,49.2
2026-04-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2435,39,1,83.25
2026-04-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2705,89,6,121.42
2026-04-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3045,74,3,112.0
2026-04-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2609,88,6,156.97
2026-04-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2726,83,3,222.93
2026-04-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1041,26,1,33.58
2026-04-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1837,56,2,165.95
2026-04-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1357,32,2,78.96
