Date,Campaign,Ad Group,Ad Name,Impressions,Clicks,Conversions,Cost
2024-02-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2804,175,13,401.36
2024-02-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1691,103,5,233.28
2024-02-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1287,74,5,89.68
2024-02-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1195,61,3,130.3
2024-02-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1416,83,7,118.99
2024-02-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3060,152,12,372.85
2024-02-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),943,60,4,122.81
2024-02-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1137,62,3,180.24
2024-02-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2540,186,14,491.2
2024-02-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2250,118,7,227.61
2024-02-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),985,68,5,142.18
2024-02-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1971,112,6,295.81
2024-02-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1871,129,11,161.2
2024-02-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2378,108,7,297.73
2024-02-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2683,135,11,278.05
2024-02-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1901,106,8,260.99
2024-02-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2105,147,12,195.01
2024-02-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1250,70,5,171.72
2024-02-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2674,190,14,411.87
2024-02-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2163,117,9,185.29
2024-02-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3252,184,15,436.18
2024-03-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1593,107,7,233.0
2024-03-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1952,119,9,234.14
2024-03-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2448,151,10,433.55
2024-03-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1242,70,5,157.9
2024-03-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),956,52,3,116.46
2024-03-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3088,170,13,461.75
2024-03-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1148,76,5,212.46
2024-03-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3187,197,17,529.62
2024-03-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1038,60,3,125.51
2024-03-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2688,155,12,346.57
2024-03-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2504,121,7,212.11
2024-03-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3068,164,13,411.8
2024-03-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1721,81,5,189.81
2024-03-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1922,139,11,243.39
2024-03-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1222,75,5,147.95
2024-03-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1421,88,6,198.08
2024-03-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2685,144,10,323.15
2024-03-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1643,92,8,230.37
2024-03-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1389,67,3,167.43
2024-03-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1481,89,7,239.97
2024-03-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1923,128,7,383.58
2024-03-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3064,216,15,526.46
2024-03-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1142,69,3,198.19
2024-03-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1950,98,8,170.88
2024-03-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1918,101,6,254.52
2024-03-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2816,146,12,298.42
2024-03-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2246,123,6,364.26
2024-03-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2206,119,8,300.57
2024-03-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1667,79,4,118.96
2024-03-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3122,170,13,452.29
2024-03-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3181,200,12,458.99
2024-03-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1142,72,6,95.24
2024-03-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1725,111,5,230.39
2024-03-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2633,146,11,380.98
2024-03-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2806,139,10,245.81
2024-03-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2020,104,9,245.55
2024-03-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1341,69,4,129.92
2024-03-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2428,182,13,342.37
2024-03-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3161,195,15,501.39
2024-03-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1697,111,9,290.14
2024-03-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3324,206,14,552.99
2024-03-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1702,122,8,283.03
2024-03-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3065,171,12,310.97
2024-03-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2563,188,14,326.8
2024-03-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1377,71,5,155.31
2024-03-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1431,91,6,134.63
2024-03-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2863,177,8,449.82
2024-03-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3254,174,13,330.57
2024-03-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2737,136,10,331.18
2024-03-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1145,69,6,139.48
2024-03-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3327,210,15,350.32
2024-03-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1365,75,6,181.64
2024-03-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1414,90,4,147.48
2024-03-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3011,217,19,399.97
2024-03-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1907,98,6,231.59
2024-03-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2468,158,14,193.59
2024-03-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2083,105,8,263.65
2024-03-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2102,129,10,164.61
2024-03-30,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2119,105,6,307.67
2024-03-30,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1444,101,9,179.43
2024-03-31,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3499,214,11,603.22
2024-03-31,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2384,165,13,457.97
2024-04-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1399,76,5,136.92
2024-04-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3375,232,20,500.26
2024-04-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1985,100,6,201.11
2024-04-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3421,239,17,338.21
2024-04-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),979,54,3,125.32
2024-04-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1898,146,10,383.74
2024-04-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3151,192,10,294.69
2024-04-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1294,87,7,214.14
2024-04-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2543,125,9,295.03
2024-04-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3479,174,13,308.16
2024-04-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2247,146,10,304.14
2024-04-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1185,90,6,112.27
2024-04-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2669,134,7,389.71
2024-04-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1937,136,11,251.39
2024-04-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2268,153,9,360.67
2024-04-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2095,147,12,253.06
2024-04-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1881,87,6,149.18
2024-04-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1560,91,6,187.1
2024-04-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1173,55,3,112.74
2024-04-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3440,229,20,365.82
2024-04-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),903,42,2,87.62
2024-04-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),931,58,4,102.49
2024-04-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2381,149,9,263.77
2024-04-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3466,235,18,295.33
2024-04-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3431,229,11,419.71
2024-04-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2971,154,12,293.92
2024-04-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2176,145,8,279.67
2024-04-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1563,96,7,192.36
2024-04-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1628,102,6,303.94
2024-04-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2952,150,10,320.0
2024-04-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3061,162,9,408.38
2024-04-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1678,107,9,297.51
2024-04-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1742,84,4,132.82
2024-04-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3136,171,14,320.5
2024-04-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2203,124,6,265.1
2024-04-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1415,99,8,245.45
2024-04-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1159,71,3,198.81
2024-04-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1673,99,7,179.48
2024-04-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3066,181,10,447.25
2024-04-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),855,63,5,175.71
2024-04-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2050,111,5,237.84
2024-04-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1872,110,8,266.69
2024-04-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1115,55,4,89.71
2024-04-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2483,137,9,192.71
2024-04-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3020,141,8,269.2
2024-04-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2301,164,14,386.65
2024-04-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3196,152,11,384.7
2024-04-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2245,155,12,242.23
2024-04-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1896,116,7,278.66
2024-04-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3229,250,22,560.6
2024-04-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2494,153,10,362.24
2024-04-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),936,73,6,91.01
2024-04-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2034,95,7,277.32
2024-04-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2680,166,14,241.37
2024-04-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1707,94,6,203.02
2024-04-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3410,180,13,270.78
2024-04-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3294,157,11,383.18
2024-04-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2969,218,18,438.85
2024-04-30,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2043,131,8,258.08
2024-04-30,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1651,123,10,149.77
2024-05-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2388,119,6,254.31
2024-05-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2118,154,11,388.73
2024-05-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1919,93,5,257.73
2024-05-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3439,225,19,397.57
2024-05-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2303,110,6,229.48
2024-05-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),876,67,5,115.11
2024-05-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2648,151,8,261.89
2024-05-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1100,85,6,227.03
2024-05-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),891,60,4,134.07
2024-05-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2008,142,11,251.77
2024-05-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1469,99,5,260.51
2024-05-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3265,227,18,446.31
2024-05-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1265,63,4,183.71
2024-05-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1380,97,8,193.99
2024-05-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3051,165,11,333.01
2024-05-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),972,71,6,177.01
2024-05-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2172,136,7,311.44
2024-05-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3257,173,14,242.48
2024-05-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),818,39,2,61.86
2024-05-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2402,134,9,210.39
2024-05-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3321,198,15,401.51
2024-05-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1341,73,5,194.32
2024-05-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2595,138,8,302.73
2024-05-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1562,113,9,253.74
2024-05-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1194,64,4,135.89
2024-05-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),905,48,4,112.35
2024-05-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2985,136,9,232.0
2024-05-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3353,194,15,503.76
2024-05-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3188,179,10,389.53
2024-05-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2707,172,15,390.39
2024-05-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2286,106,7,161.44
2024-05-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1459,85,7,222.13
2024-05-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1318,70,5,174.19
2024-05-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1251,72,5,179.79
2024-05-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1484,87,6,166.71
2024-05-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1581,109,9,151.41
2024-05-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),950,64,4,179.2
2024-05-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3327,230,19,277.42
2024-05-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2072,115,6,219.09
2024-05-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1445,85,7,233.09
2024-05-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),920,57,4,157.35
2024-05-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2553,163,13,404.67
2024-05-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),939,51,3,85.13
2024-05-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2744,151,10,307.42
2024-05-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1487,67,4,112.32
2024-05-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2223,145,11,248.4
2024-05-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3301,222,15,383.23
2024-05-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2154,148,12,352.26
2024-05-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2037,135,10,276.7
2024-05-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3234,219,16,288.42
2024-05-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3294,156,8,254.43
2024-05-26,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3298,192,15,237.46
2024-05-27,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2214,113,6,269.61
2024-05-27,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3357,204,16,520.77
2024-05-28,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3106,177,11,461.09
2024-05-28,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1737,136,10,237.22
2024-05-29,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2401,112,5,208.82
2024-05-29,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1267,79,5,116.43
2024-05-30,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2214,106,7,268.17
2024-05-30,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3302,235,16,567.18
2024-05-31,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2444,141,8,275.69
2024-05-31,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3369,183,13,266.34
2024-06-01,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2498,154,8,263.31
2024-06-01,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3267,174,14,387.92
2024-06-02,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2044,113,6,251.83
2024-06-02,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3116,233,17,413.47
2024-06-03,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1016,46,3,135.71
2024-06-03,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1884,126,11,200.09
2024-06-04,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2004,105,7,312.9
2024-06-04,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3143,177,13,233.03
2024-06-05,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1011,51,4,92.88
2024-06-05,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2568,154,13,203.82
2024-06-06,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1051,54,3,104.54
2024-06-06,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2643,139,10,263.9
2024-06-07,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2856,182,10,525.14
2024-06-07,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2318,164,14,317.12
2024-06-08,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2690,168,12,355.85
2024-06-08,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3470,222,16,376.59
2024-06-09,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3144,157,9,465.75
2024-06-09,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3351,168,13,344.4
2024-06-10,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1740,96,7,146.91
2024-06-10,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2221,121,10,211.17
2024-06-11,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1210,64,4,116.39
2024-06-11,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1100,85,7,177.97
2024-06-12,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1638,97,6,153.36
2024-06-12,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1336,77,6,150.28
2024-06-13,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1622,93,6,209.43
2024-06-13,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2813,172,14,409.38
2024-06-14,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1181,68,3,155.88
2024-06-14,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1035,74,5,96.03
2024-06-15,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),3148,157,11,445.56
2024-06-15,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2376,153,13,316.57
2024-06-16,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1417,69,5,116.98
2024-06-16,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2041,116,9,275.57
2024-06-17,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),889,53,2,139.63
2024-06-17,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1416,90,6,118.46
2024-06-18,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2110,141,9,320.32
2024-06-18,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1617,123,8,237.42
2024-06-19,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),1341,78,4,187.39
2024-06-19,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1767,108,8,260.02
2024-06-20,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2851,160,8,441.92
2024-06-20,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2766,139,11,356.0
2024-06-21,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2519,158,10,405.26
2024-06-21,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),2774,169,13,346.16
2024-06-22,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2310,117,7,313.76
2024-06-22,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1047,64,4,167.36
2024-06-23,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2860,174,13,281.0
2024-06-23,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1190,69,5,163.75
2024-06-24,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2196,147,8,287.93
2024-06-24,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),3416,258,20,353.56
2024-06-25,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2494,119,8,202.29
2024-06-25,Q3_Software_Promo,Competitor_Keywords,Variant Ad (Version B),1671,90,8,218.39
2024-06-26,Q3_Software_Promo,Competitor_Keywords,Control Ad (Version A),2178,125,9,341.02
